affected_entity_1_sub	affected_entity_1_super	defined_class	pato_id
GO:0030182	ZFA:0001064	ZP:0004018	PATO:0002051
GO:0007389	ZFA:0001120	ZP:0004019	PATO:0000057
GO:0046847	ZFA:0009303	ZP:0004341	PATO:0002051
GO:0006915	ZFA:0000094	ZP:0004488	PATO:0002051
GO:0006915	ZFA:0001058	ZP:0004522	PATO:0002051
GO:0006915	ZFA:0001114	ZP:0004523	PATO:0002051
GO:0006915	ZFA:0009114	ZP:0004937	PATO:0002051
GO:0008219	ZFA:0009114	ZP:0004938	PATO:0002051
GO:0060285	ZFA:0009358	ZP:0005014	PATO:0000912
GO:0060285	ZFA:0009358	ZP:0005015	PATO:0002302
GO:0008015	ZFA:0001285	ZP:0005281	PATO:0000462
GO:0030953	ZFA:0000093	ZP:0005315	PATO:0001507
GO:0048870	ZFA:0009288	ZP:0005348	PATO:0002052
GO:0008219	ZFA:0000030	ZP:0005371	PATO:0002051
GO:0008219	ZFA:0007000	ZP:0005373	PATO:0002051
GO:0002040	ZFA:0001061	ZP:0005463	PATO:0001507
GO:0002040	ZFA:0005035	ZP:0005464	PATO:0001507
GO:0008015	ZFA:0000014	ZP:0005516	PATO:0002302
GO:0051301	ZFA:0000107	ZP:0005622	PATO:0001507
GO:0032922	ZFA:0000019	ZP:0006018	PATO:0002018
GO:0048675	ZFA:0000405	ZP:0006097	PATO:0001236
GO:0008283	ZFA:0000155	ZP:0006177	PATO:0002052
GO:0007519	ZFA:0000328	ZP:0006180	PATO:0002302
GO:0019915	ZFA:0000208	ZP:0006247	PATO:0001507
GO:0000422	ZFA:0009399	ZP:0006306	PATO:0002304
GO:0006914	ZFA:0009399	ZP:0006318	PATO:0002051
GO:0008283	ZFA:0009399	ZP:0006319	PATO:0002302
GO:0034263	ZFA:0009399	ZP:0006323	PATO:0002304
GO:0048813	ZFA:0009255	ZP:0006437	PATO:0001236
GO:0031175	ZFA:0009238	ZP:0006497	PATO:0001236
GO:0072332	ZFA:0000098	ZP:0006817	PATO:0002051
GO:0072332	ZFA:0001058	ZP:0006820	PATO:0002051
GO:0072332	ZFA:0001094	ZP:0006821	PATO:0002051
GO:0072332	ZFA:0001114	ZP:0006822	PATO:0002051
GO:0072332	ZFA:0001115	ZP:0006823	PATO:0002051
GO:0043534	ZFA:0000186	ZP:0006853	PATO:0001507
GO:0072554	ZFA:0001285	ZP:0006854	PATO:0000462
GO:0003341	ZFA:0000001	ZP:0007034	PATO:0001236
GO:0016477	ZFA:0001372	ZP:0007077	PATO:0001507
GO:0001501	ZFA:0000317	ZP:0007463	PATO:0001530
GO:0045197	ZFA:0000029	ZP:0007474	PATO:0001236
GO:0045197	ZFA:0000101	ZP:0007475	PATO:0001236
GO:0031580	ZFA:0001285	ZP:0007481	PATO:0001507
GO:0031580	ZFA:0009303	ZP:0007482	PATO:0001507
GO:0006309	ZFA:0000075	ZP:0007547	PATO:0002304
GO:0006309	ZFA:0000107	ZP:0007548	PATO:0002304
GO:0060285	ZFA:0000151	ZP:0007626	PATO:0002302
GO:0048755	ZFA:0000008	ZP:0007651	PATO:0002052
GO:0008283	ZFA:0000152	ZP:0007772	PATO:0001236
GO:0006915	ZFA:0001078	ZP:0008002	PATO:0002051
GO:0003242	ZFA:0005061	ZP:0008031	PATO:0002052
GO:0008219	ZFA:0000029	ZP:0008139	PATO:0002051
GO:0008219	ZFA:0000128	ZP:0008140	PATO:0002051
GO:0002040	ZFA:0001285	ZP:0008142	PATO:0002302
GO:0030239	ZFA:0009116	ZP:0008234	PATO:0001507
GO:0045214	ZFA:0009117	ZP:0008238	PATO:0001507
GO:0071688	ZFA:0009117	ZP:0008239	PATO:0001507
GO:0071689	ZFA:0009117	ZP:0008240	PATO:0001507
GO:0060218	ZFA:0005028	ZP:0008335	PATO:0002302
GO:0035988	ZFA:0001405	ZP:0008400	PATO:0002052
GO:0002062	ZFA:0001306	ZP:0008413	PATO:0002302
GO:0007179	ZFA:0001306	ZP:0008414	PATO:0002302
GO:0008283	ZFA:0001306	ZP:0008415	PATO:0002052
GO:0002042	ZFA:0001285	ZP:0008569	PATO:0000297
GO:0008283	ZFA:0000008	ZP:0008589	PATO:0002052
GO:0048675	ZFA:0000008	ZP:0008590	PATO:0001507
GO:0060384	ZFA:0000008	ZP:0008591	PATO:0001507
GO:0008283	ZFA:0000028	ZP:0008594	PATO:0002052
GO:0008283	ZFA:0000128	ZP:0008595	PATO:0002052
GO:0008015	ZFA:0001286	ZP:0008658	PATO:0002052
GO:0002040	ZFA:0001285	ZP:0008758	PATO:0001236
GO:0008015	ZFA:0000180	ZP:0008935	PATO:0000462
GO:0008015	ZFA:0005025	ZP:0008937	PATO:0000462
GO:0035787	ZFA:0005242	ZP:0008949	PATO:0002302
GO:0006915	ZFA:0000008	ZP:0009002	PATO:0002051
GO:0006915	ZFA:0000035	ZP:0009003	PATO:0002051
GO:0008283	ZFA:0000119	ZP:0009004	PATO:0002051
GO:0008283	ZFA:0000152	ZP:0009005	PATO:0002051
GO:0006915	ZFA:0001202	ZP:0009006	PATO:0002051
GO:0008283	ZFA:0001464	ZP:0009007	PATO:0002051
GO:0006915	ZFA:0001679	ZP:0009008	PATO:0002052
GO:0000723	ZFA:0000598	ZP:0009055	PATO:0002052
GO:0048668	ZFA:0009244	ZP:0009153	PATO:0002302
GO:0051646	ZFA:0009248	ZP:0009231	PATO:0002302
GO:0048846	ZFA:0000359	ZP:0009798	PATO:0002302
GO:0048675	ZFA:0009052	ZP:0009832	PATO:0002302
GO:0048675	ZFA:0009244	ZP:0009834	PATO:0002302
GO:0048675	ZFA:0009247	ZP:0009836	PATO:0002302
GO:0006915	ZFA:0009091	ZP:0009917	PATO:0002051
GO:0008015	ZFA:0001058	ZP:0009932	PATO:0002302
GO:0021654	ZFA:0000069	ZP:0009954	PATO:0000297
GO:0021654	ZFA:0000823	ZP:0009956	PATO:0000297
GO:0001755	ZFA:0007063	ZP:0009962	PATO:0001236
GO:0007411	ZFA:0009243	ZP:0009988	PATO:0002062
GO:0048675	ZFA:0009243	ZP:0009991	PATO:0002302
GO:0008283	ZFA:0009280	ZP:0010048	PATO:0002052
GO:0008283	ZFA:0001157	ZP:0010076	PATO:0002302
GO:0008283	ZFA:0009316	ZP:0010300	PATO:0002302
GO:0006909	ZFA:0009327	ZP:0010301	PATO:0002302
GO:0022402	ZFA:0000152	ZP:0010501	PATO:0000498
GO:0051320	ZFA:0000152	ZP:0010502	PATO:0000498
GO:0070983	ZFA:0009310	ZP:0010569	PATO:0001236
GO:0097485	ZFA:0009310	ZP:0010570	PATO:0001236
GO:0048598	ZFA:0001612	ZP:0010723	PATO:0001507
GO:0030432	ZFA:0001338	ZP:0010736	PATO:0002051
GO:0008219	ZFA:0009262	ZP:0010747	PATO:0002304
GO:0006936	ZFA:0009116	ZP:0010752	PATO:0001236
GO:0006936	ZFA:0009117	ZP:0010753	PATO:0001236
GO:0043932	ZFA:0000863	ZP:0010767	PATO:0002052
GO:0045453	ZFA:0000863	ZP:0010768	PATO:0002051
GO:0045453	ZFA:0005606	ZP:0010772	PATO:0002051
GO:0050908	ZFA:0009262	ZP:0010775	PATO:0002304
GO:0061572	ZFA:0001157	ZP:0010782	PATO:0001236
GO:0008015	ZFA:0000014	ZP:0010791	PATO:0001507
GO:0008015	ZFA:0001073	ZP:0010792	PATO:0001507
GO:0008015	ZFA:0001267	ZP:0010794	PATO:0001507
GO:0072554	ZFA:0005020	ZP:0010796	PATO:0001507
GO:0008015	ZFA:0005037	ZP:0010797	PATO:0001507
GO:0008045	ZFA:0009243	ZP:0010811	PATO:0000498
GO:0001508	ZFA:0009149	ZP:0010812	PATO:0001236
GO:0001508	ZFA:0009149	ZP:0010813	PATO:0002051
GO:0001508	ZFA:0009149	ZP:0010814	PATO:0002323
GO:0019226	ZFA:0009149	ZP:0010815	PATO:0001236
GO:0044458	ZFA:0000001	ZP:0010831	PATO:0002302
GO:0044458	ZFA:0000051	ZP:0010835	PATO:0002302
GO:0001503	ZFA:0001590	ZP:0010842	PATO:0002302
GO:0042476	ZFA:0001143	ZP:0010850	PATO:0000502
GO:0045165	ZFA:0000091	ZP:0010855	PATO:0001507
GO:0006915	ZFA:0001094	ZP:0010868	PATO:0002304
GO:0006915	ZFA:0000008	ZP:0010887	PATO:0002304
GO:0006915	ZFA:0000107	ZP:0010888	PATO:0002304
GO:0002040	ZFA:0000014	ZP:0010923	PATO:0001236
GO:0006915	ZFA:0000678	ZP:0010980	PATO:0002051
GO:0022008	ZFA:0000051	ZP:0010989	PATO:0002302
GO:0030182	ZFA:0000051	ZP:0010990	PATO:0002302
GO:0048668	ZFA:0009052	ZP:0010995	PATO:0001236
GO:0016477	ZFA:0009076	ZP:0011000	PATO:0002302
GO:0042552	ZFA:0009149	ZP:0011002	PATO:0002304
GO:0042552	ZFA:0009248	ZP:0011004	PATO:0002304
GO:0042074	ZFA:0000017	ZP:0011038	PATO:0001507
GO:0042074	ZFA:0000416	ZP:0011043	PATO:0001236
GO:0060113	ZFA:0000051	ZP:0011056	PATO:0002302
GO:0000132	ZFA:0000948	ZP:0011063	PATO:0001584
GO:0000132	ZFA:0001032	ZP:0011065	PATO:0001584
GO:0008283	ZFA:0000107	ZP:0011066	PATO:0002302
GO:0097193	ZFA:0000107	ZP:0011067	PATO:0002304
GO:0008283	ZFA:0001289	ZP:0011068	PATO:0002302
GO:0007411	ZFA:0000109	ZP:0011075	PATO:0001236
GO:0007411	ZFA:0009310	ZP:0011089	PATO:0001236
GO:0048675	ZFA:0001657	ZP:0011136	PATO:0001236
GO:0048675	ZFA:0007001	ZP:0011137	PATO:0001236
GO:0048669	ZFA:0009310	ZP:0011139	PATO:0002302
GO:0006915	ZFA:0001464	ZP:0011152	PATO:0002304
GO:0008219	ZFA:0001464	ZP:0011153	PATO:0002304
GO:0072554	ZFA:0001285	ZP:0011156	PATO:0001236
GO:0072554	ZFA:0005025	ZP:0011157	PATO:0001236
GO:0042552	ZFA:0000175	ZP:0011160	PATO:0000297
GO:0042552	ZFA:0000175	ZP:0011161	PATO:0002302
GO:0042552	ZFA:0009052	ZP:0011164	PATO:0000297
GO:0042552	ZFA:0009052	ZP:0011165	PATO:0002302
GO:0006915	ZFA:0001128	ZP:0011173	PATO:0002304
GO:0006915	ZFA:0001130	ZP:0011174	PATO:0002304
GO:0006915	ZFA:0001309	ZP:0011176	PATO:0002304
GO:0006915	ZFA:0007059	ZP:0011181	PATO:0002304
GO:0032400	ZFA:0000144	ZP:0011185	PATO:0001236
GO:0097484	ZFA:0009255	ZP:0011191	PATO:0001236
GO:0002040	ZFA:0001285	ZP:0011194	PATO:0001507
GO:0030199	ZFA:0000035	ZP:0011195	PATO:0001507
GO:0007268	ZFA:0009262	ZP:0011202	PATO:0001236
GO:0006915	ZFA:0000101	ZP:0011206	PATO:0002304
GO:0006915	ZFA:0000110	ZP:0011207	PATO:0002304
GO:0000132	ZFA:0000948	ZP:0011208	PATO:0001236
GO:0000132	ZFA:0001032	ZP:0011209	PATO:0001236
GO:0048675	ZFA:0001108	ZP:0011216	PATO:0001236
GO:0021654	ZFA:0000823	ZP:0011221	PATO:0001236
GO:0021654	ZFA:0000948	ZP:0011222	PATO:0001236
GO:0014025	ZFA:0000029	ZP:0011224	PATO:0001236
GO:0014025	ZFA:0000948	ZP:0011225	PATO:0001236
GO:0014025	ZFA:0001032	ZP:0011226	PATO:0001236
GO:0006694	ZFA:0001345	ZP:0011228	PATO:0002052
GO:0016477	ZFA:0001346	ZP:0011229	PATO:0001507
GO:0050808	ZFA:0009367	ZP:0011234	PATO:0001236
GO:0071260	ZFA:0009367	ZP:0011235	PATO:0001236
GO:0008015	ZFA:0001115	ZP:0011262	PATO:0002052
GO:0060562	ZFA:0001338	ZP:0011263	PATO:0001507
GO:0035545	ZFA:0001360	ZP:0011267	PATO:0001236
GO:0000084	ZFA:0000032	ZP:0011271	PATO:0000498
GO:0006885	ZFA:0005327	ZP:0011272	PATO:0001236
GO:0072659	ZFA:0001106	ZP:0011317	PATO:0002052
GO:0019228	ZFA:0000445	ZP:0011321	PATO:0000380
GO:0019228	ZFA:0000445	ZP:0011322	PATO:0001845
GO:0098908	ZFA:0000445	ZP:0011323	PATO:0002302
GO:0000278	ZFA:0001094	ZP:0011324	PATO:0001236
GO:0008283	ZFA:0001094	ZP:0011325	PATO:0002304
GO:0008283	ZFA:0000017	ZP:0011328	PATO:0002302
GO:0016477	ZFA:0000017	ZP:0011329	PATO:0001236
GO:0016477	ZFA:0009139	ZP:0011334	PATO:0000502
GO:0016477	ZFA:0009139	ZP:0011335	PATO:0001236
GO:0003259	ZFA:0000115	ZP:0011339	PATO:0001236
GO:0002040	ZFA:0001286	ZP:0011342	PATO:0002051
GO:0006915	ZFA:0000029	ZP:0011346	PATO:0002304
GO:0006915	ZFA:0000128	ZP:0011347	PATO:0002304
GO:0006915	ZFA:0000671	ZP:0011348	PATO:0002304
GO:0006915	ZFA:0001114	ZP:0011349	PATO:0002304
GO:0006915	ZFA:0001115	ZP:0011350	PATO:0002304
GO:0016322	ZFA:0009310	ZP:0011354	PATO:0002302
GO:0048669	ZFA:0009310	ZP:0011360	PATO:0000057
GO:0048669	ZFA:0009310	ZP:0011361	PATO:0002051
GO:0086001	ZFA:0000114	ZP:0011365	PATO:0000499
GO:0048666	ZFA:0009301	ZP:0011388	PATO:0001507
GO:0009952	ZFA:0000029	ZP:0011389	PATO:0001507
GO:0016477	ZFA:0005768	ZP:0011409	PATO:0001236
GO:0008283	ZFA:0000123	ZP:0011412	PATO:0002052
GO:0001756	ZFA:0000857	ZP:0011418	PATO:0000498
GO:0019722	ZFA:0000001	ZP:0011425	PATO:0001236
GO:0001944	ZFA:0005046	ZP:0011427	PATO:0000502
GO:0001944	ZFA:0005046	ZP:0011428	PATO:0001236
GO:0001946	ZFA:0005110	ZP:0011444	PATO:0002302
GO:0071679	ZFA:0000059	ZP:0011446	PATO:0001507
GO:0071679	ZFA:0000109	ZP:0011447	PATO:0001507
GO:0071679	ZFA:0000435	ZP:0011448	PATO:0001507
GO:0071679	ZFA:0001108	ZP:0011450	PATO:0001507
GO:0060026	ZFA:0000017	ZP:0011456	PATO:0001236
GO:0008219	ZFA:0001613	ZP:0011470	PATO:0002304
GO:0006915	ZFA:0001135	ZP:0011479	PATO:0002304
GO:0007411	ZFA:0005177	ZP:0011482	PATO:0001236
GO:0007411	ZFA:0005240	ZP:0011483	PATO:0001236
GO:0001736	ZFA:0000022	ZP:0011490	PATO:0001236
GO:0006915	ZFA:0000445	ZP:0011507	PATO:0002051
GO:0033278	ZFA:0000445	ZP:0011508	PATO:0002051
GO:0050767	ZFA:0000445	ZP:0011509	PATO:0001236
GO:0001764	ZFA:0001155	ZP:0011539	PATO:0000502
GO:0001764	ZFA:0001155	ZP:0011540	PATO:0000911
GO:0051301	ZFA:0001155	ZP:0011541	PATO:0002052
GO:0006915	ZFA:0005028	ZP:0011543	PATO:0002304
GO:0007219	ZFA:0005028	ZP:0011544	PATO:0002302
GO:0007219	ZFA:0009065	ZP:0011546	PATO:0002302
GO:0001525	ZFA:0001267	ZP:0011552	PATO:0001236
GO:0001525	ZFA:0001285	ZP:0011553	PATO:0001236
GO:0043473	ZFA:0000107	ZP:0011557	PATO:0001236
GO:0072577	ZFA:0000477	ZP:0011559	PATO:0002051
GO:0060026	ZFA:0000117	ZP:0011574	PATO:0001236
GO:0008219	ZFA:0000029	ZP:0011576	PATO:0002304
GO:0008015	ZFA:0001117	ZP:0011579	PATO:0000462
GO:0002040	ZFA:0001057	ZP:0011587	PATO:0000502
GO:0002040	ZFA:0001057	ZP:0011588	PATO:0001507
GO:0008015	ZFA:0001057	ZP:0011589	PATO:0001507
GO:0008283	ZFA:0001057	ZP:0011590	PATO:0002052
GO:0000132	ZFA:0000132	ZP:0011596	PATO:0001236
GO:0008283	ZFA:0000152	ZP:0011605	PATO:0001507
GO:0007274	ZFA:0009116	ZP:0011620	PATO:0002018
GO:0007274	ZFA:0009117	ZP:0011622	PATO:0000297
GO:0006914	ZFA:0009262	ZP:0011641	PATO:0001236
GO:0007040	ZFA:0009262	ZP:0011642	PATO:0001236
GO:0016197	ZFA:0009262	ZP:0011643	PATO:0001236
GO:0051684	ZFA:0009262	ZP:0011644	PATO:0002302
GO:0007224	ZFA:0000075	ZP:0011649	PATO:0002302
GO:0007224	ZFA:0001135	ZP:0011650	PATO:0002302
GO:0008283	ZFA:0000083	ZP:0011652	PATO:0002051
GO:0008283	ZFA:0001289	ZP:0011656	PATO:0001507
GO:0006915	ZFA:0001058	ZP:0011659	PATO:0002304
GO:0006915	ZFA:0000056	ZP:0011660	PATO:0002304
GO:0008283	ZFA:0001273	ZP:0011662	PATO:0002302
GO:0008283	ZFA:0001338	ZP:0011665	PATO:0002304
GO:0014881	ZFA:0007049	ZP:0011674	PATO:0001507
GO:0014881	ZFA:0007051	ZP:0011677	PATO:0001507
GO:0043473	ZFA:0001115	ZP:0011683	PATO:0002302
GO:0032922	ZFA:0001359	ZP:0011690	PATO:0001236
GO:0008219	ZFA:0009091	ZP:0011698	PATO:0002304
GO:0006915	ZFA:0000123	ZP:0011705	PATO:0002304
GO:0022008	ZFA:0001295	ZP:0011734	PATO:0002052
GO:0022008	ZFA:0001296	ZP:0011736	PATO:0002052
GO:0022008	ZFA:0001297	ZP:0011738	PATO:0002052
GO:0022008	ZFA:0001298	ZP:0011740	PATO:0002052
GO:0022008	ZFA:0001299	ZP:0011742	PATO:0002052
GO:0022008	ZFA:0001300	ZP:0011744	PATO:0002052
GO:0008283	ZFA:0000028	ZP:0011747	PATO:0002302
GO:0060037	ZFA:0001106	ZP:0011749	PATO:0001236
GO:0001755	ZFA:0009091	ZP:0011759	PATO:0001236
GO:0021538	ZFA:0001360	ZP:0011763	PATO:0001236
GO:0035462	ZFA:0001360	ZP:0011764	PATO:0001236
GO:0007010	ZFA:0000213	ZP:0011769	PATO:0002302
GO:0030282	ZFA:0000250	ZP:0011776	PATO:0002058
GO:0034505	ZFA:0001143	ZP:0011777	PATO:0000462
GO:0034505	ZFA:0001143	ZP:0011778	PATO:0001507
GO:0001503	ZFA:0001516	ZP:0011779	PATO:0000462
GO:0001503	ZFA:0001516	ZP:0011780	PATO:0001507
GO:0060242	ZFA:0009004	ZP:0011792	PATO:0001507
GO:0022011	ZFA:0000944	ZP:0011801	PATO:0000297
GO:0008219	ZFA:0001114	ZP:0011834	PATO:0002051
GO:0006915	ZFA:0001115	ZP:0011835	PATO:0002051
GO:0001946	ZFA:0001338	ZP:0011839	PATO:0002302
GO:0001946	ZFA:0005108	ZP:0011841	PATO:0002302
GO:0032291	ZFA:0005266	ZP:0011857	PATO:0002302
GO:0048668	ZFA:0000295	ZP:0011860	PATO:0002052
GO:0008089	ZFA:0009150	ZP:0011862	PATO:0002052
GO:0048668	ZFA:0009150	ZP:0011865	PATO:0002052
GO:0048675	ZFA:0009150	ZP:0011866	PATO:0000912
GO:0000278	ZFA:0000152	ZP:0011876	PATO:0001236
GO:0006915	ZFA:0000152	ZP:0011877	PATO:0002302
GO:0010458	ZFA:0000152	ZP:0011878	PATO:0002302
GO:0006915	ZFA:0000007	ZP:0011897	PATO:0002304
GO:0006914	ZFA:0001094	ZP:0011900	PATO:0002051
GO:0006914	ZFA:0009256	ZP:0011903	PATO:0002051
GO:0019722	ZFA:0000114	ZP:0011909	PATO:0001507
GO:0007049	ZFA:0000123	ZP:0011913	PATO:0000297
GO:0008219	ZFA:0000217	ZP:0011914	PATO:0002304
GO:0008219	ZFA:0001227	ZP:0011915	PATO:0002304
GO:0006306	ZFA:0009111	ZP:0011917	PATO:0002302
GO:0032053	ZFA:0001558	ZP:0011919	PATO:0002302
GO:0006915	ZFA:0009115	ZP:0011924	PATO:0002304
GO:0016973	ZFA:0000123	ZP:0011929	PATO:0002302
GO:0016973	ZFA:0000140	ZP:0011930	PATO:0002302
GO:0006915	ZFA:0000152	ZP:0011933	PATO:0002304
GO:0016973	ZFA:0000152	ZP:0011934	PATO:0002302
GO:0016973	ZFA:0001338	ZP:0011936	PATO:0002302
GO:0021923	ZFA:0000029	ZP:0011951	PATO:0002051
GO:0008283	ZFA:0009065	ZP:0011956	PATO:0000912
GO:0008015	ZFA:0000186	ZP:0011961	PATO:0002302
GO:0030282	ZFA:0000135	ZP:0011991	PATO:0000396
GO:0030282	ZFA:0001189	ZP:0012002	PATO:0002051
GO:0045453	ZFA:0001189	ZP:0012003	PATO:0002051
GO:0030282	ZFA:0001400	ZP:0012006	PATO:0002051
GO:0036073	ZFA:0001400	ZP:0012007	PATO:0000694
GO:0030282	ZFA:0005744	ZP:0012011	PATO:0002051
GO:0003341	ZFA:0000151	ZP:0012021	PATO:0001236
GO:0016477	ZFA:0000206	ZP:0012030	PATO:0000297
GO:0048665	ZFA:0005209	ZP:0012058	PATO:0001236
GO:0006915	ZFA:0001282	ZP:0012063	PATO:0002051
GO:0060128	ZFA:0001282	ZP:0012064	PATO:0002052
GO:0007219	ZFA:0009365	ZP:0012108	PATO:0002304
GO:0008543	ZFA:0009365	ZP:0012109	PATO:0002304
GO:0060070	ZFA:0009365	ZP:0012110	PATO:0002304
GO:0030282	ZFA:0000250	ZP:0012142	PATO:0002302
GO:0030282	ZFA:0000476	ZP:0012143	PATO:0002302
GO:0030282	ZFA:0000578	ZP:0012144	PATO:0002302
GO:0030282	ZFA:0000621	ZP:0012145	PATO:0002302
GO:0030282	ZFA:0000672	ZP:0012146	PATO:0002302
GO:0030282	ZFA:0001189	ZP:0012147	PATO:0002302
GO:0030282	ZFA:0005606	ZP:0012148	PATO:0002302
GO:0035118	ZFA:0000141	ZP:0012153	PATO:0002302
GO:0061564	ZFA:0009301	ZP:0012155	PATO:0001507
GO:0030182	ZFA:0000101	ZP:0012162	PATO:0002302
GO:0006915	ZFA:0000109	ZP:0012167	PATO:0002051
GO:0006915	ZFA:0000128	ZP:0012168	PATO:0002051
GO:0030182	ZFA:0000304	ZP:0012170	PATO:0002302
GO:0008283	ZFA:0001000	ZP:0012171	PATO:0002052
GO:0043482	ZFA:0009091	ZP:0012210	PATO:0000057
GO:0071484	ZFA:0009091	ZP:0012211	PATO:0002052
GO:0008283	ZFA:0000123	ZP:0012217	PATO:0002302
GO:0008283	ZFA:0001058	ZP:0012218	PATO:0002302
GO:0008283	ZFA:0001115	ZP:0012219	PATO:0002302
GO:0051216	ZFA:0001205	ZP:0012220	PATO:0001507
GO:0051216	ZFA:0001399	ZP:0012221	PATO:0001507
GO:0006915	ZFA:0001286	ZP:0012225	PATO:0002304
GO:0008283	ZFA:0005028	ZP:0012241	PATO:0002302
GO:0008219	ZFA:0001157	ZP:0012276	PATO:0002304
GO:0010458	ZFA:0000029	ZP:0012279	PATO:0000502
GO:0022008	ZFA:0000029	ZP:0012280	PATO:0000498
GO:0022008	ZFA:0000029	ZP:0012281	PATO:0002051
GO:0001946	ZFA:0005298	ZP:0012283	PATO:0002302
GO:0006915	ZFA:0000075	ZP:0012297	PATO:0002304
GO:0022617	ZFA:0005768	ZP:0012313	PATO:0002052
GO:0097374	ZFA:0005768	ZP:0012314	PATO:0002302
GO:0016477	ZFA:0009395	ZP:0012321	PATO:0001236
GO:0048668	ZFA:0009150	ZP:0012334	PATO:0002302
GO:0019228	ZFA:0009150	ZP:0012350	PATO:0001236
GO:0019228	ZFA:0009243	ZP:0012351	PATO:0001236
GO:0086009	ZFA:0009243	ZP:0012354	PATO:0001236
GO:0008015	ZFA:0005024	ZP:0012356	PATO:0001507
GO:0008015	ZFA:0005295	ZP:0012357	PATO:0001507
GO:0021530	ZFA:0000075	ZP:0012358	PATO:0001507
GO:0070445	ZFA:0000075	ZP:0012359	PATO:0001507
GO:0051301	ZFA:0009169	ZP:0012361	PATO:0002051
GO:0030855	ZFA:0001499	ZP:0012370	PATO:0001507
GO:0001570	ZFA:0001271	ZP:0012381	PATO:0002052
GO:0060384	ZFA:0001271	ZP:0012382	PATO:0002052
GO:0016477	ZFA:0001106	ZP:0012384	PATO:0000304
GO:0097475	ZFA:0000206	ZP:0012386	PATO:0002302
GO:0048813	ZFA:0009310	ZP:0012400	PATO:0002052
GO:0001570	ZFA:0005003	ZP:0012403	PATO:0002302
GO:0035779	ZFA:0005003	ZP:0012404	PATO:0002302
GO:0060837	ZFA:0005003	ZP:0012405	PATO:0002052
GO:0061626	ZFA:0005003	ZP:0012406	PATO:0002302
GO:0016477	ZFA:0001106	ZP:0012411	PATO:0000303
GO:0009953	ZFA:0000152	ZP:0012415	PATO:0001236
GO:0060384	ZFA:0000445	ZP:0012416	PATO:0002302
GO:0003140	ZFA:0000121	ZP:0012420	PATO:0002302
GO:0007368	ZFA:0000213	ZP:0012428	PATO:0001507
GO:0022008	ZFA:0000213	ZP:0012429	PATO:0001236
GO:0007368	ZFA:0000509	ZP:0012430	PATO:0001507
GO:0048066	ZFA:0009091	ZP:0012433	PATO:0001236
GO:0045216	ZFA:0001320	ZP:0012440	PATO:0002302
GO:0055007	ZFA:0001320	ZP:0012441	PATO:0001236
GO:0002011	ZFA:0001724	ZP:0012445	PATO:0002302
GO:0021923	ZFA:0000029	ZP:0012450	PATO:0002052
GO:0022008	ZFA:0000029	ZP:0012451	PATO:0000694
GO:0030432	ZFA:0000706	ZP:0012456	PATO:0002052
GO:0007219	ZFA:0005124	ZP:0012461	PATO:0001236
GO:0001764	ZFA:0005731	ZP:0012483	PATO:0002472
GO:0048870	ZFA:0000132	ZP:0012488	PATO:0001236
GO:0051301	ZFA:0001135	ZP:0012490	PATO:0001529
